"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.472369458E0,-2.646713257E-1,1.208337402E1,-3.583111572E1,3.781463781E1
1.482332458E0,-3.063354492E-1,1.206364441E1,-3.576751709E1,3.774838588E1
1.492294458E0,-2.746505737E-1,1.211996460E1,-3.600189209E1,3.798822461E1
1.502257458E0,-2.133979797E-1,1.209141541E1,-3.576013184E1,3.774963436E1
1.512219458E0,-2.320861816E-1,1.214248657E1,-3.572253418E1,3.773053528E1
1.522182458E0,-1.085205078E-1,1.208114624E1,-3.591680908E1,3.789436694E1
1.532144458E0,-1.236419678E-1,1.206604004E1,-3.571124268E1,3.769479358E1
1.542107458E0,-2.520484924E-1,1.216615295E1,-3.602960205E1,3.802908137E1
1.552069458E0,-1.382598877E-1,1.218363953E1,-3.588677979E1,3.789882783E1
1.562032458E0,-1.720924377E-1,1.206275940E1,-3.578656006E1,3.776529705E1
1.571994458E0,-9.378051758E-2,1.204660034E1,-3.606274414E1,3.802171603E1
1.581956458E0,-5.524826050E-2,1.192105103E1,-3.605218506E1,3.797202335E1
1.591919458E0,-1.114387512E-1,1.210157776E1,-3.605120850E1,3.802828207E1
1.601881458E0,-3.089866638E-1,1.214424133E1,-3.592504883E1,3.792343871E1
1.611844458E0,-1.820068359E-1,1.209794617E1,-3.589886475E1,3.788300302E1
1.621806458E0,-3.443527222E-1,1.216671753E1,-3.588415527E1,3.789221812E1
1.631769458E0,-3.020706177E-1,1.201580811E1,-3.561175537E1,3.758547607E1
1.641731458E0,-1.940879822E-1,1.201589966E1,-3.585009766E1,3.781069976E1
1.651694458E0,-1.628189087E-1,1.201799011E1,-3.590875244E1,3.786683375E1
1.661656458E0,-1.159973145E-1,1.200228882E1,-3.577050781E1,3.773059265E1
1.671619458E0,-1.851844788E-1,1.209811401E1,-3.584100342E1,3.782824582E1
1.681581458E0,-2.340278625E-1,1.203997803E1,-3.563024902E1,3.761024442E1
1.691544458E0,-1.396903992E-1,1.204768372E1,-3.584509277E1,3.781582833E1
1.701506458E0,-1.314849854E-1,1.210998535E1,-3.586053467E1,3.785032338E1
1.711469458E0,-6.690597534E-2,1.209307861E1,-3.589672852E1,3.787904625E1
1.721431458E0,-2.124938965E-1,1.206651306E1,-3.606365967E1,3.802937601E1
1.731394458E0,-2.732429504E-1,1.209138489E1,-3.604412842E1,3.801914575E1
1.741356458E0,-2.169799805E-1,1.209022522E1,-3.589947510E1,3.788130064E1
1.751318458E0,-2.282447815E-1,1.216641235E1,-3.561486816E1,3.763631916E1
1.761281458E0,-2.115631104E-1,1.219624329E1,-3.585839844E1,3.787634945E1
1.771243458E0,-7.830047607E-2,1.207069397E1,-3.577972412E1,3.776104397E1
1.781206458E0,-1.127243042E-1,1.206726074E1,-3.588543701E1,3.786021762E1
1.791168458E0,-9.597396851E-2,1.212680054E1,-3.584295654E1,3.783894866E1
1.801131458E0,-1.162147522E-1,1.214143372E1,-3.570898438E1,3.771683290E1
1.811093458E0,-1.665229797E-1,1.226538086E1,-3.609857178E1,3.812576795E1
1.821056458E0,-5.517578125E-2,1.204098511E1,-3.598785400E1,3.794883401E1
1.831018458E0,-2.540435791E-1,1.209973145E1,-3.565332031E1,3.765139159E1
1.840981458E0,-6.835174561E-2,1.215995789E1,-3.591680908E1,3.791947287E1
1.850943458E0,-6.835174561E-2,1.215995789E1,-3.591680908E1,3.791947287E1
1.860906458E0,-1.438293457E-1,1.219470215E1,-3.577862549E1,3.780001970E1
1.870868458E0,-1.780166626E-1,1.211955261E1,-3.575042725E1,3.774928203E1
1.880831458E0,-3.355827332E-1,1.216183472E1,-3.577764893E1,3.778972085E1
1.890793458E0,-2.153663635E-1,1.213737488E1,-3.603179932E1,3.802174133E1
1.900756458E0,-2.774429321E-1,1.208845520E1,-3.564489746E1,3.763995801E1
1.910718458E0,-2.639999390E-1,1.220368958E1,-3.586865234E1,3.788878404E1
1.920680458E0,-2.997436523E-1,1.221157837E1,-3.590411377E1,3.792516154E1
1.930643458E0,-3.115425110E-1,1.223150635E1,-3.583160400E1,3.786305127E1
1.940605458E0,-2.903518677E-1,1.220977783E1,-3.580883789E1,3.783432106E1
1.950568458E0,-3.596191406E-1,1.223106384E1,-3.561566162E1,3.765904408E1
1.960530458E0,-1.954116821E-1,1.223770142E1,-3.604724121E1,3.806840055E1
1.970493458E0,-2.884559631E-1,1.223348999E1,-3.591406250E1,3.794155202E1
1.980455458E0,-3.335037231E-1,1.217967224E1,-3.579541016E1,3.781226030E1
1.990418458E0,-3.720321655E-1,1.213185120E1,-3.578302002E1,3.778550970E1
2.000380458E0,-4.043693542E-1,1.223300171E1,-3.564007568E1,3.768321696E1
2.010343458E0,-5.300369263E-1,1.218266296E1,-3.556488037E1,3.759732613E1
2.020305458E0,-5.861167908E-1,1.216227722E1,-3.572601318E1,3.774403977E1
2.030268458E0,-4.476737976E-1,1.210408020E1,-3.583776855E1,3.782928527E1
2.040230458E0,-3.731651306E-1,1.205641174E1,-3.605889893E1,3.802289453E1
2.050193458E0,-2.629928589E-1,1.200280762E1,-3.593572998E1,3.788816761E1
2.060155458E0,-2.032127380E-1,1.208578491E1,-3.596246338E1,3.793950797E1
2.070117458E0,-3.381690979E-1,1.201554871E1,-3.560083008E1,3.757534925E1
2.080080458E0,-4.349899292E-1,1.211695862E1,-3.595422363E1,3.794359102E1
2.090042458E0,-2.923698425E-1,1.212100220E1,-3.576898193E1,3.776803202E1
2.100005458E0,-3.693885803E-1,1.212345886E1,-3.575036621E1,3.775186601E1
2.109967458E0,-3.069419861E-1,1.207199097E1,-3.562133789E1,3.761258955E1
