"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.096590274E0,-9.378750610E1,1.436250000E2,-1.973250122E2,2.614601258E2
6.116585311E0,-9.585000610E1,1.452000122E2,-2.051625061E2,2.690017121E2
6.136588585E0,-9.408750153E1,1.434937592E2,-1.974187622E2,2.615665967E2
6.156587492E0,-9.586875153E1,1.450312500E2,-2.045437622E2,2.684455842E2
6.176582399E0,-9.412500000E1,1.431375122E2,-1.963687592E2,2.605926948E2
6.196585746E0,-9.596250153E1,1.451062622E2,-2.047500153E2,2.686767533E2
6.216584456E0,-9.393750000E1,1.430812531E2,-1.960500031E2,2.602539194E2
6.236590625E0,-9.588750458E1,1.449375000E2,-2.043187561E2,2.682302118E2
6.256591580E0,-9.376875305E1,1.429500122E2,-1.964812622E2,2.604461008E2
6.276588116E0,-9.586875153E1,1.449187622E2,-2.032687531E2,2.674143809E2
6.296592352E0,-9.373125458E1,1.424062500E2,-1.941562653E2,2.583829396E2
6.316591640E0,-9.598125458E1,1.447125092E2,-2.026312561E2,2.668586470E2
6.336587021E0,-9.373125458E1,1.423312531E2,-1.944750061E2,2.585812477E2
6.356590533E0,-9.603750610E1,1.451250000E2,-2.030625153E2,2.674300905E2
6.376589141E0,-9.375000000E1,1.422375031E2,-1.941562653E2,2.582967772E2
6.396584073E0,-9.605625153E1,1.448250122E2,-2.014875031E2,2.660795022E2
6.416587450E0,-9.337500000E1,1.420500031E2,-1.935375061E2,2.575924305E2
6.436586084E0,-9.594375610E1,1.443000031E2,-2.021062622E2,2.662229074E2
6.456592215E0,-9.328125000E1,1.420687561E2,-1.941750031E2,2.580481639E2
6.476592888E0,-9.579375458E1,1.447312622E2,-2.023312531E2,2.665736627E2
6.496589307E0,-9.337500000E1,1.421437531E2,-1.942687531E2,2.581938914E2
6.516592081E0,-9.573750305E1,1.443187561E2,-2.016937561E2,2.658457149E2
