"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.035906299E0,-8.349375153E1,1.416937561E2,-2.053875122E2,2.631204234E2
6.055910439E0,-9.061875153E1,1.498125000E2,-2.293687592E2,2.885577429E2
6.075909649E0,-8.370000458E1,1.417125092E2,-2.068500061E2,2.643388943E2
6.095904936E0,-9.020625305E1,1.501125031E2,-2.288625031E2,2.881821940E2
6.115908409E0,-8.377500153E1,1.419562531E2,-2.074875031E2,2.649922500E2
6.135907316E0,-9.020625305E1,1.500937500E2,-2.281312561E2,2.875920233E2
6.155902425E0,-8.413125610E1,1.422562561E2,-2.088375092E2,2.663231418E2
6.175905868E0,-8.994375610E1,1.498875122E2,-2.281312561E2,2.874021844E2
6.195904451E0,-8.437500000E1,1.425750122E2,-2.102062531E2,2.676442481E2
6.215899524E0,-8.992500305E1,1.500562592E2,-2.282437592E2,2.875736439E2
6.235902724E0,-8.475000000E1,1.427812500E2,-2.107312622E2,2.682847605E2
6.255901372E0,-9.005625153E1,1.496250000E2,-2.282250061E2,2.873750554E2
6.275907554E0,-8.493750000E1,1.428750000E2,-2.120812531E2,2.694551956E2
6.295908364E0,-8.975625610E1,1.497187500E2,-2.266687622E2,2.860954690E2
6.315904781E0,-8.523750305E1,1.436812592E2,-2.135625153E2,2.711432907E2
6.335909090E0,-8.911875153E1,1.493437500E2,-2.241562653E2,2.837106603E2
6.355908647E0,-8.536875153E1,1.431187592E2,-2.115562592E2,2.693081019E2
6.375903861E0,-8.960625458E1,1.491562500E2,-2.228812561E2,2.827594775E2
6.395907313E0,-8.602500153E1,1.434750061E2,-2.136375122E2,2.713417861E2
6.415905267E0,-8.923125458E1,1.490437622E2,-2.226750031E2,2.824188677E2
6.435911564E0,-8.617500305E1,1.437750092E2,-2.139562531E2,2.717989379E2
6.455912596E0,-8.876250458E1,1.489312592E2,-2.217562561E2,2.814873697E2
6.475909270E0,-8.653125000E1,1.440000000E2,-2.147812653E2,2.726804891E2
6.495913541E0,-8.844375610E1,1.491000061E2,-2.205000153E2,2.804877298E2
6.515912859E0,-8.668125153E1,1.444875031E2,-2.159437561E2,2.739014124E2
